"Avg_mode_power","Star Rating Index"
28,"6.04521473860549"
65,"4.549090282769516"
95.274,"6.0693688847202"
225,"4.759317029933"
225,"4.759317029933"
270.3,"3.5138143216110955"
84,"5.431163311709696"
104,"5.873978957706609"
195,"4.307141519551798"
69,"4.281582860753533"
78,"4.954273072870684"
194.11,"2.5105006699319685"
